qid,doc_id,model,relevance,doc_length,query_length,query_avg_token_len,query_unique_ratio,query_match_count,query_match_ratio,dominant_topic,dominant_prob,search_score
query_000005,키르기스스탄,BIM,1,8760,22,2.3636363636363638,0.9545454545454546,10,0.45454545454545453,6,0.5076586604118347,28.32536355612544
query_000005,라이벌/실존,BIM,0,31294,22,2.3636363636363638,0.9545454545454546,10,0.45454545454545453,8,0.26453131437301636,26.41674160595489
query_000005,국정원 게이트,BIM,0,55152,22,2.3636363636363638,0.9545454545454546,11,0.5,3,0.874748706817627,24.86304040895258
query_000005,키르기스스탄/역사,BIM,1,5161,22,2.3636363636363638,0.9545454545454546,8,0.36363636363636365,6,0.8172234892845154,24.66720483066396
query_000005,독소전쟁,BIM,0,73568,22,2.3636363636363638,0.9545454545454546,10,0.45454545454545453,6,0.9230448007583618,24.646432681460812
query_000005,정읍시,BIM,0,17870,22,2.3636363636363638,0.9545454545454546,10,0.45454545454545453,9,0.8210033774375916,23.280531183904063
query_000005,박근혜 정부 퇴진 운동,BIM,0,23124,22,2.3636363636363638,0.9545454545454546,10,0.45454545454545453,8,0.5515708923339844,22.530826525265056
query_000005,윈스턴 처칠,BIM,0,20928,22,2.3636363636363638,0.9545454545454546,10,0.45454545454545453,6,0.42288678884506226,22.530826525265056
query_000005,터키/외교,BIM,0,13707,22,2.3636363636363638,0.9545454545454546,8,0.36363636363636365,6,0.8720659613609314,21.552028900225576
query_000005,독재자,BIM,0,31724,22,2.3636363636363638,0.9545454545454546,8,0.36363636363636365,3,0.41732150316238403,21.40232464835545
query_000006,토론,BIM,1,6708,20,1.85,0.85,9,0.45,3,0.8116075396537781,32.98618207934067
query_000006,독소전쟁,BIM,0,73568,20,1.85,0.85,8,0.4,6,0.9230448007583618,28.42960207751934
query_000006,면접/취업,BIM,1,11464,20,1.85,0.85,7,0.35,8,0.5596114993095398,27.463398887064596
query_000006,코미디빅리그/출연진,BIM,0,102419,20,1.85,0.85,8,0.4,0,0.7379236221313477,26.925900890323067
query_000006,정조(조선),BIM,0,43066,20,1.85,0.85,8,0.4,0,0.48234033584594727,26.85585654752751
query_000006,토의,BIM,1,619,20,1.85,0.85,7,0.35,8,0.9652909636497498,26.424696901950856
query_000006,인천국제공항공사 보안요원 정규직 전환 절차 논란,BIM,0,36571,20,1.85,0.85,8,0.4,9,0.4889373183250427,26.163696046870008
query_000006,2019년 베네수엘라 정치 위기,BIM,0,32251,20,1.85,0.85,7,0.35,8,0.7868625521659851,25.150690717130963
query_000006,국어의 로마자 표기법/문제점 및 비판,BIM,0,27004,20,1.85,0.85,7,0.35,0,0.9098764061927795,24.265240331896557
query_000006,게임과 예술,BIM,0,44128,20,1.85,0.85,7,0.35,8,0.48406627774238586,23.688028782070756
query_000007,포항 두산위브 더제니스,BIM,0,4327,16,1.875,1.0,5,0.3125,9,0.8762694597244263,18.79029804597842
query_000007,경주시,BIM,0,19313,16,1.875,1.0,5,0.3125,9,0.8304546475410461,17.81407621648161
query_000007,서울 공화국,BIM,0,39901,16,1.875,1.0,6,0.375,9,0.7412621378898621,17.63082648841356
query_000007,국민대학교/북악캠퍼스,BIM,0,29358,16,1.875,1.0,4,0.25,9,0.8457068800926208,14.509550039801901
query_000007,2016년 경주 지진,BIM,0,14197,16,1.875,1.0,5,0.3125,9,0.7543637752532959,14.153627413332455
query_000007,제주특별자치도,BIM,0,41006,16,1.875,1.0,5,0.3125,9,0.5900065302848816,14.153627413332455
query_000007,제21대 국회의원 선거,BIM,0,42137,16,1.875,1.0,5,0.3125,9,0.6082689762115479,14.153627413332455
query_000007,2013년,BIM,0,32219,16,1.875,1.0,5,0.3125,8,0.3263525366783142,14.153627413332455
query_000007,신세기 에반게리온/내용 정리,BIM,0,23210,16,1.875,1.0,5,0.3125,1,0.9340125918388367,13.742620499270286
query_000007,AKB48,BIM,0,26407,16,1.875,1.0,4,0.25,8,0.8491344451904297,13.336529955873457
query_000008,공한증/유사 사례,BIM,1,67489,18,1.8888888888888888,0.8888888888888888,9,0.5,7,0.9928867220878601,29.997099760649224
query_000008,1994 FIFA 월드컵 미국/팀별 리뷰,BIM,1,13445,18,1.8888888888888888,0.8888888888888888,9,0.5,7,0.9830380082130432,29.997099760649224
query_000008,벤투호/2019 AFC 아시안컵 아랍에미리트/카타르전,BIM,0,19298,18,1.8888888888888888,0.8888888888888888,7,0.3888888888888889,7,0.9743067622184753,24.933026005962745
query_000008,FIFA 월드컵,BIM,0,41287,18,1.8888888888888888,0.8888888888888888,8,0.4444444444444444,7,0.9424737691879272,23.831081846393797
query_000008,잔루이지 부폰,BIM,0,22062,18,1.8888888888888888,0.8888888888888888,7,0.3888888888888889,7,0.9997814297676086,23.001325687480083
query_000008,1994 FIFA 월드컵 미국/C조,BIM,1,6848,18,1.8888888888888888,0.8888888888888888,6,0.3333333333333333,7,0.9798386693000793,22.50993122854127
query_000008,스페인 축구 국가대표팀,BIM,1,10386,18,1.8888888888888888,0.8888888888888888,7,0.3888888888888889,7,0.9995682835578918,22.06770985401499
query_000008,FIFA 월드컵 지역예선,BIM,0,20732,18,1.8888888888888888,0.8888888888888888,7,0.3888888888888889,7,0.9563546776771545,22.06770985401499
query_000008,1994 FIFA 월드컵 미국,BIM,1,12435,18,1.8888888888888888,0.8888888888888888,7,0.3888888888888889,7,0.9382838010787964,22.06770985401499
query_000008,카를로스 바카,BIM,0,5271,18,1.8888888888888888,0.8888888888888888,7,0.3888888888888889,7,0.9991206526756287,21.65139897053107
query_000009,리브레 위키,BIM,1,14810,8,2.0,0.875,3,0.375,3,0.8230806589126587,11.26602045689516
query_000009,Miraheze,BIM,1,1101,8,2.0,0.875,3,0.375,3,0.6105666756629944,11.26602045689516
query_000009,인터위키,BIM,1,1608,8,2.0,0.875,3,0.375,3,0.5844399333000183,11.26602045689516
query_000009,프로레슬링,BIM,0,12132,8,2.0,0.875,3,0.375,0,0.7064343690872192,11.26602045689516
query_000009,FrontPage,BIM,1,1257,8,2.0,0.875,3,0.375,3,0.7292479872703552,11.26602045689516
query_000009,엔하계 위키,BIM,1,5988,8,2.0,0.875,3,0.375,3,0.8177393078804016,11.26602045689516
query_000009,라이벌/실존,BIM,0,31294,8,2.0,0.875,3,0.375,8,0.26453131437301636,11.26602045689516
query_000009,메갈리아,BIM,0,24635,8,2.0,0.875,3,0.375,3,0.9110773205757141,11.26602045689516
query_000009,카포에라,BIM,0,20537,8,2.0,0.875,2,0.25,0,0.7741455435752869,8.132228715020409
query_000009,토론,BIM,0,6708,8,2.0,0.875,3,0.375,3,0.8116075396537781,7.970183590890831
query_000010,캐터필러(만화),BIM,1,15717,21,2.380952380952381,0.9523809523809523,9,0.42857142857142855,1,0.7440215945243835,38.842515537898755
query_000010,아라크니드(만화)/등장인물,BIM,1,16828,21,2.380952380952381,0.9523809523809523,7,0.3333333333333333,1,0.6873298287391663,33.961630529280555
query_000010,대물(신체)/목록,BIM,0,9669,21,2.380952380952381,0.9523809523809523,5,0.23809523809523808,0,0.333362877368927,22.40761505267618
query_000010,머리카락/여러 색,BIM,0,22471,21,2.380952380952381,0.9523809523809523,6,0.2857142857142857,0,0.47823965549468994,19.87791055460728
query_000010,괴력,BIM,0,13792,21,2.380952380952381,0.9523809523809523,5,0.23809523809523808,0,0.29747092723846436,16.652425364551227
query_000010,릭 앤 모티/에피소드,BIM,0,68414,21,2.380952380952381,0.9523809523809523,5,0.23809523809523808,1,0.8088706135749817,16.400711479526176
query_000010,소맥거핀/작품/등장인물,BIM,0,57280,21,2.380952380952381,0.9523809523809523,6,0.2857142857142857,4,0.6566515564918518,16.17233453250511
query_000010,보어물,BIM,0,18836,21,2.380952380952381,0.9523809523809523,6,0.2857142857142857,4,0.4653973877429962,15.962876434276156
query_000010,TYPE-MOON/세계관,BIM,0,30643,21,2.380952380952381,0.9523809523809523,5,0.23809523809523808,4,0.6968221664428711,14.01004375945735
query_000010,하현우/미스터리 음악쇼 복면가왕,BIM,0,33069,21,2.380952380952381,0.9523809523809523,5,0.23809523809523808,0,0.7435185313224792,12.906850566760747
query_000012,나를 바꿔줘,BIM,1,21227,10,2.0,1.0,6,0.6,3,0.4934534430503845,17.884440962630666
query_000012,세계관 최강자/캐릭터,BIM,0,92265,10,2.0,1.0,5,0.5,4,0.4144130051136017,14.290671708318389
query_000012,3×3 EYES,BIM,0,7794,10,2.0,1.0,5,0.5,0,0.42813003063201904,14.290671708318389
query_000012,다크 소울 2/장비/반지,BIM,0,20590,10,2.0,1.0,4,0.4,5,0.7808921337127686,12.796906340805378
query_000012,윈스턴 처칠,BIM,0,20928,10,2.0,1.0,5,0.5,6,0.42288678884506226,12.681233795884289
query_000012,던전에서 만남을 추구하면 안 되는 걸까/설정,BIM,0,24526,10,2.0,1.0,4,0.4,4,0.702329158782959,11.475392954454989
query_000012,올리비에 밀라 암스트롱,BIM,0,11623,10,2.0,1.0,4,0.4,1,0.5349745154380798,11.06205049060399
query_000012,미국 연방 대법원,BIM,0,39898,10,2.0,1.0,4,0.4,3,0.8546699285507202,10.408977927922399
query_000012,양과(사조삼부곡),BIM,0,28530,10,2.0,1.0,4,0.4,1,0.9428164958953857,10.300487181417864
query_000012,흑역사/목록/정치와 행정,BIM,0,19817,10,2.0,1.0,4,0.4,3,0.46958982944488525,9.86595504202089
query_000014,어새신(4차),BIM,0,17556,15,1.9333333333333333,1.0,6,0.4,4,0.7430194616317749,13.464532076647403
query_000014,국어의 로마자 표기법/문제점 및 비판,BIM,0,27004,15,1.9333333333333333,1.0,6,0.4,0,0.9098764061927795,13.464532076647403
query_000014,대학수학능력시험/탐구 영역/생활과 윤리,BIM,0,29290,15,1.9333333333333333,1.0,6,0.4,8,0.9630930423736572,13.326381738166587
query_000014,한자/특성,BIM,0,11046,15,1.9333333333333333,1.0,6,0.4,0,0.7703901529312134,13.326381738166587
query_000014,이름,BIM,0,17184,15,1.9333333333333333,1.0,6,0.4,0,0.7386428713798523,13.326381738166587
query_000014,하드 디스크 드라이브,BIM,0,45543,15,1.9333333333333333,1.0,6,0.4,6,0.9136269688606262,13.326381738166587
query_000014,대학수학능력시험/탐구 영역/윤리와 사상,BIM,0,32376,15,1.9333333333333333,1.0,6,0.4,8,0.9070142507553101,13.326381738166587
query_000014,대사막(블레이드 앤 소울),BIM,0,31607,15,1.9333333333333333,1.0,5,0.3333333333333333,1,0.488773375749588,12.277076836731087
query_000014,라이즈 오브 네이션즈,BIM,0,48768,15,1.9333333333333333,1.0,5,0.3333333333333333,6,0.9205784201622009,11.68576904143039
query_000014,철학과,BIM,0,40869,15,1.9333333333333333,1.0,5,0.3333333333333333,8,0.9888176918029785,11.68576904143039
query_000015,고려대학교/출신 인물,BIM,1,17529,7,2.0,1.0,5,0.7142857142857143,8,0.7668008208274841,20.677316128574393
query_000015,경기고등학교,BIM,0,22352,7,2.0,1.0,4,0.5714285714285714,9,0.499744713306427,18.317960704089288
query_000015,채이식,BIM,1,1637,7,2.0,1.0,4,0.5714285714285714,8,0.5266594886779785,16.535679978815775
query_000015,고려대학교/학부/법과대학,BIM,1,12494,7,2.0,1.0,4,0.5714285714285714,8,0.8383975625038147,16.535679978815775
query_000015,철학과,BIM,0,40869,7,2.0,1.0,4,0.5714285714285714,8,0.9888176918029785,14.299989120651759
query_000015,천수이볜,BIM,0,12900,7,2.0,1.0,3,0.42857142857142855,8,0.5731901526451111,11.940633696166653
query_000015,교토대학,BIM,0,23821,7,2.0,1.0,3,0.42857142857142855,8,0.4216007888317108,11.940633696166653
query_000015,재입대,BIM,0,23550,7,2.0,1.0,3,0.42857142857142855,3,0.8689326643943787,11.940633696166653
query_000015,서울대학교/동아리,BIM,0,11884,7,2.0,1.0,3,0.42857142857142855,9,0.48467162251472473,11.940633696166653
query_000015,오하이오 주립대학교,BIM,0,3430,7,2.0,1.0,3,0.42857142857142855,9,0.527449905872345,11.940633696166653
query_000016,남북통일/행정 문제,BIM,1,9923,15,1.8,0.9333333333333333,7,0.4666666666666667,9,0.5064404010772705,20.8138281611623
query_000016,독소전쟁,BIM,0,73568,15,1.8,0.9333333333333333,6,0.4,6,0.9230448007583618,17.831798812774636
query_000016,수원역,BIM,0,28358,15,1.8,0.9333333333333333,6,0.4,9,0.9504917860031128,17.1569911559143
query_000016,충청북도,BIM,0,12919,15,1.8,0.9333333333333333,6,0.4,9,0.9089838266372681,17.1569911559143
query_000016,완산구,BIM,0,13266,15,1.8,0.9333333333333333,6,0.4,9,0.9743907451629639,17.1569911559143
query_000016,서울특별시 시내버스,BIM,0,35216,15,1.8,0.9333333333333333,6,0.4,9,0.9998931884765625,17.1569911559143
query_000016,베트남,BIM,0,36118,15,1.8,0.9333333333333333,6,0.4,8,0.4802949130535126,16.475201867198766
query_000016,야생의 땅: 듀랑고/일지,BIM,0,22602,15,1.8,0.9333333333333333,5,0.3333333333333333,1,0.7378244400024414,15.915663898356076
query_000016,청사의 소재지가 불일치하는 행정구역,BIM,1,9559,15,1.8,0.9333333333333333,5,0.3333333333333333,9,0.9996210336685181,15.491311872593911
query_000016,강원도,BIM,0,15980,15,1.8,0.9333333333333333,5,0.3333333333333333,9,0.9334423542022705,15.414963482725224
query_000017,이름,BIM,1,17184,18,2.0,0.8888888888888888,8,0.4444444444444444,0,0.7386428713798523,21.565316398915616
query_000017,미스터리 음악쇼 복면가왕/81~90회,BIM,0,33638,18,2.0,0.8888888888888888,6,0.3333333333333333,0,0.794893205165863,15.810716630598492
query_000017,쌍둥이/캐릭터,BIM,0,24715,18,2.0,0.8888888888888888,6,0.3333333333333333,1,0.4480013847351074,15.288637912537311
query_000017,알렉스,BIM,1,10090,18,2.0,0.8888888888888888,5,0.2777777777777778,5,0.28807970881462097,15.167711210568928
query_000017,성인,BIM,0,7133,18,2.0,0.8888888888888888,6,0.3333333333333333,3,0.7492778301239014,14.459892448926908
query_000017,메갈리아/용어,BIM,0,12319,18,2.0,0.8888888888888888,6,0.3333333333333333,3,0.7673220634460449,14.459892448926908
query_000017,머리카락/여러 색,BIM,0,22471,18,2.0,0.8888888888888888,5,0.2777777777777778,0,0.47823965549468994,14.381802351288332
query_000017,설국열차(드라마)/등장인물 및 설정,BIM,0,25224,18,2.0,0.8888888888888888,5,0.2777777777777778,1,0.28604060411453247,14.279116025724223
query_000017,욕설,BIM,0,28399,18,2.0,0.8888888888888888,6,0.3333333333333333,0,0.6478481888771057,13.937813730865727
query_000017,펜팔,BIM,0,36531,18,2.0,0.8888888888888888,6,0.3333333333333333,0,0.4593408703804016,13.937813730865727
query_000018,닌자 시리즈,BIM,0,7428,5,2.0,1.0,4,0.8,5,0.3842446804046631,12.0281943636614
query_000018,섀도우버스/카드일람/비숍/World Uprooted,BIM,1,13327,5,2.0,1.0,4,0.8,5,0.7445605397224426,12.0281943636614
query_000018,한중관계,BIM,0,32618,5,2.0,1.0,3,0.6,6,0.5004023909568787,9.782734357283958
query_000018,삼국통일전쟁,BIM,0,71639,5,2.0,1.0,3,0.6,4,0.6262493133544922,8.15037280494792
query_000018,자동기계(유희왕),BIM,1,8453,5,2.0,1.0,3,0.6,5,0.8329064249992371,8.15037280494792
query_000018,임나일본부설,BIM,0,82861,5,2.0,1.0,2,0.4,4,0.8456181883811951,7.970368098275574
query_000018,조공,BIM,0,57785,5,2.0,1.0,2,0.4,6,0.677473783493042,7.970368098275574
query_000018,펜팔,BIM,0,36531,5,2.0,1.0,3,0.6,0,0.4593408703804016,7.935647824099306
query_000018,위기일발 무한도전 PLAN B - 정 총무가 쏜다,BIM,0,11277,5,2.0,1.0,3,0.6,8,0.42914459109306335,7.935647824099306
query_000018,갱글러 괴인,BIM,0,74327,5,2.0,1.0,3,0.6,4,0.6056159734725952,7.935647824099306
query_000019,호로(블리치),BIM,1,5495,27,1.7777777777777777,0.9259259259259259,8,0.2962962962962963,4,0.9295980930328369,27.579696987615918
query_000019,초재생능력,BIM,0,25789,27,1.7777777777777777,0.9259259259259259,7,0.25925925925925924,4,0.4776080846786499,23.419299628108835
query_000019,바이자드,BIM,1,4110,27,1.7777777777777777,0.9259259259259259,5,0.18518518518518517,4,0.6984915733337402,23.332753608519113
query_000019,소년만화/법칙,BIM,0,13477,27,1.7777777777777777,0.9259259259259259,5,0.18518518518518517,1,0.42972898483276367,19.990642087926794
query_000019,세계관 최강자/캐릭터,BIM,0,92265,27,1.7777777777777777,0.9259259259259259,6,0.2222222222222222,4,0.4144130051136017,18.100579574240616
query_000019,놈은 사천왕 최약체지,BIM,0,29707,27,1.7777777777777777,0.9259259259259259,5,0.18518518518518517,4,0.45550546050071716,17.921499298447532
query_000019,쌍검,BIM,0,28251,27,1.7777777777777777,0.9259259259259259,6,0.2222222222222222,5,0.5455136299133301,17.45657254003205
query_000019,인체실험,BIM,0,11769,27,1.7777777777777777,0.9259259259259259,5,0.18518518518518517,1,0.45563697814941406,16.874575276549443
query_000019,대우가 안 좋은 포켓몬,BIM,0,69053,27,1.7777777777777777,0.9259259259259259,5,0.18518518518518517,5,0.6512001156806946,16.01597968463259
query_000019,유리몸,BIM,0,62008,27,1.7777777777777777,0.9259259259259259,6,0.2222222222222222,2,0.5671852231025696,15.17905141570122
query_000020,크리스 제리코/경력,BIM,1,33639,18,2.2222222222222223,0.8888888888888888,6,0.3333333333333333,0,0.671901524066925,21.222814090067125
query_000020,존 목슬리,BIM,0,16973,18,2.2222222222222223,0.8888888888888888,6,0.3333333333333333,0,0.7116926908493042,21.222814090067125
query_000020,크리스 제리코,BIM,1,15114,18,2.2222222222222223,0.8888888888888888,6,0.3333333333333333,0,0.7157780528068542,21.222814090067125
query_000020,라이언스 테일,BIM,1,2269,18,2.2222222222222223,0.8888888888888888,5,0.2777777777777778,0,0.7996025681495667,19.111475481641367
query_000020,애티튜드 시대,BIM,0,11501,18,2.2222222222222223,0.8888888888888888,5,0.2777777777777778,0,0.728369414806366,18.424092005798173
query_000020,미식축구,BIM,0,39468,18,2.2222222222222223,0.8888888888888888,5,0.2777777777777778,7,0.6743954420089722,16.018458693979333
query_000020,프로레슬러/유형/경기 스타일,BIM,0,30153,18,2.2222222222222223,0.8888888888888888,4,0.2222222222222222,0,0.698396623134613,15.218913438302682
query_000020,하드코어 할리,BIM,0,5106,18,2.2222222222222223,0.8888888888888888,4,0.2222222222222222,0,0.5875104665756226,15.218913438302682
query_000020,프로레슬링/미국,BIM,0,8731,18,2.2222222222222223,0.8888888888888888,4,0.2222222222222222,0,0.6640813946723938,15.218913438302682
query_000020,ECW,BIM,0,8691,18,2.2222222222222223,0.8888888888888888,4,0.2222222222222222,0,0.7189132571220398,15.218913438302682
query_000021,2021년 미국 국회의사당 점거 폭동,BIM,0,37788,4,2.25,1.0,3,0.75,8,0.6810038685798645,9.53754846899651
query_000021,픽업(장치),BIM,1,11848,4,2.25,1.0,3,0.75,8,0.49371227622032166,9.53754846899651
query_000021,야생의 땅: 듀랑고/출시 전 정보,BIM,0,10292,4,2.25,1.0,3,0.75,5,0.606387197971344,9.53754846899651
query_000021,크리스 제리코/경력,BIM,0,33639,4,2.25,1.0,2,0.5,0,0.671901524066925,7.924404437230455
query_000021,픽업,BIM,1,1971,4,2.25,1.0,2,0.5,5,0.6444458961486816,7.924404437230455
query_000021,에드먼턴,BIM,0,14476,4,2.25,1.0,2,0.5,9,0.5270035862922668,6.269807492144362
query_000021,KKND/캠페인/서바이버,BIM,0,4714,4,2.25,1.0,2,0.5,6,0.7757986783981323,6.269807492144362
query_000021,백 투 더 퓨처 시리즈,BIM,0,35620,4,2.25,1.0,2,0.5,0,0.4824604392051697,6.269807492144362
query_000021,인생존망/등장인물,BIM,0,11257,4,2.25,1.0,2,0.5,3,0.5466427206993103,6.269807492144362
query_000021,더 킹 오브 파이터즈'98 UM온라인 for Kakao/캐릭터/목록,BIM,0,67885,4,2.25,1.0,2,0.5,5,0.9539232850074768,6.269807492144362
query_000022,태양주권,BIM,1,3118,5,2.0,1.0,4,0.8,4,0.5222142934799194,14.286666896643545
query_000022,태양주권전쟁,BIM,1,6990,5,2.0,1.0,4,0.8,4,0.4133242666721344,14.286666896643545
query_000022,퀸 핼러윈,BIM,1,1792,5,2.0,1.0,3,0.6,4,0.5596824288368225,12.361633093187482
query_000022,백야차,BIM,1,10095,5,2.0,1.0,3,0.6,1,0.5378190279006958,12.361633093187482
query_000022,세계관 최강자/캐릭터,BIM,0,92265,5,2.0,1.0,3,0.6,4,0.4144130051136017,10.182072018565277
query_000022,파이어 엠블렘 풍화설월,BIM,0,23603,5,2.0,1.0,3,0.6,5,0.4460083842277527,10.182072018565277
query_000022,노아(엘소드)/리버레이터,BIM,0,14954,5,2.0,1.0,3,0.6,5,0.9613208174705505,10.182072018565277
query_000022,병자호란,BIM,0,53203,5,2.0,1.0,3,0.6,6,0.7418761253356934,9.04372490571866
query_000022,미국/주,BIM,0,4293,5,2.0,1.0,3,0.6,3,0.4809825122356415,9.04372490571866
query_000022,주식,BIM,0,19824,5,2.0,1.0,3,0.6,8,0.8969822525978088,9.04372490571866
query_000023,나타(클로저스)/작중 행적,BIM,1,55544,13,1.8461538461538463,1.0,4,0.3076923076923077,1,0.5661880373954773,15.547990650331537
query_000023,클로저스/에피소드/늑대개 팀/(구)구로역,BIM,1,7853,13,1.8461538461538463,1.0,3,0.23076923076923078,5,0.7145316004753113,13.215776766644012
query_000023,클로저스/에피소드/늑대개 팀/신강고등학교,BIM,1,8026,13,1.8461538461538463,1.0,3,0.23076923076923078,5,0.6091521382331848,13.215776766644012
query_000023,클로저스/에피소드/늑대개 팀/G타워 옥상,BIM,1,9021,13,1.8461538461538463,1.0,3,0.23076923076923078,5,0.8742004632949829,13.215776766644012
query_000023,초코테일,BIM,0,21829,13,1.8461538461538463,1.0,2,0.15384615384615385,4,0.7468710541725159,7.78155411997281
query_000023,제21대 국회의원 선거/주요 이슈,BIM,0,9812,13,1.8461538461538463,1.0,2,0.15384615384615385,9,0.6555953621864319,7.78155411997281
query_000023,무능력한 상사,BIM,0,35015,13,1.8461538461538463,1.0,2,0.15384615384615385,3,0.5655239820480347,7.766436530358725
query_000023,하피(클로저스)/스킬,BIM,0,11543,13,1.8461538461538463,1.0,2,0.15384615384615385,5,0.9996874332427979,7.766436530358725
query_000023,미군 vs 북한군,BIM,0,46729,13,1.8461538461538463,1.0,3,0.23076923076923078,6,0.8576685786247253,7.309748116314944
query_000023,여고추리반/5~6화,BIM,0,15099,13,1.8461538461538463,1.0,3,0.23076923076923078,1,0.5630412101745605,7.309748116314944
query_000024,백인엽,BIM,1,8281,27,1.8518518518518519,0.9259259259259259,11,0.4074074074074074,3,0.6825915575027466,37.89779089016609
query_000024,선인학원,BIM,1,8325,27,1.8518518518518519,0.9259259259259259,10,0.37037037037037035,9,0.8107964992523193,35.788102447131294
query_000024,국정원 게이트,BIM,0,55152,27,1.8518518518518519,0.9259259259259259,8,0.2962962962962963,3,0.874748706817627,23.123161159907745
query_000024,아르슬란 전기/등장인물,BIM,0,39394,27,1.8518518518518519,0.9259259259259259,9,0.3333333333333333,1,0.4776287078857422,22.742326514599828
query_000024,판사,BIM,0,36472,27,1.8518518518518519,0.9259259259259259,8,0.2962962962962963,3,0.9866983294487,21.894427040439112
query_000024,흑역사/목록/야구,BIM,0,69702,27,1.8518518518518519,0.9259259259259259,7,0.25925925925925924,2,0.9730328321456909,21.716823641467784
query_000024,악당이 아닌 반동인물/목록,BIM,0,35671,27,1.8518518518518519,0.9259259259259259,7,0.25925925925925924,4,0.2803112864494324,20.213175478242245
query_000024,릭 앤 모티/에피소드,BIM,0,68414,27,1.8518518518518519,0.9259259259259259,8,0.2962962962962963,1,0.8088706135749817,19.898973721869368
query_000024,과거 제도,BIM,0,40348,27,1.8518518518518519,0.9259259259259259,7,0.25925925925925924,3,0.6779950261116028,19.579895973445964
